ASIN (parent),ASIN (child),Título,SKU,Sesiones: total,Sesiones - Total - B2B,Porcentaje de sesiones: total,Porcentaje de sesiones: total - B2B,Visitas: total,Visitas - Total - B2B,Porcentaje de visitas: total,Porcentaje de visitas - Total - B2B,Porcentaje de ofertas destacadas (Buy Box),Porcentaje de ofertas destacadas: B2B,Unidades encargadas,Unidades encargadas - B2B,Porcentaje de unidades por sesión,Porcentaje de sesiones de unidades - B2B,Ventas de productos encargados,Ventas de productos encargados: B2B,Total de artículos de un pedido,Total de artículos de un pedido - B2B
B0DJTHZ1Q6,B0CV4F54L7,ROCKING GIFTS Colgante de Cuarzo Cho-KU-Rei: Símbolo de Poder y Sanación,13036VCT,60,3,0.03%,0.07%,75,4,0.03%,0.06%,100.00%,0.00%,3,0,5.00%,0.00%,"32,40 €","0,00 €",3,0
B0BX7941C9,B0CV4GHBCL,ROCKING GIFTS Colgante de Punta de Amazonita Auténtica para Protección y Equilibrio,10185VCT,45,3,0.02%,0.07%,61,3,0.02%,0.05%,98.28%,100.00%,3,1,6.67%,33.33%,"22,60 €","7,55 €",3,1
B0CW6M5LDL,B0CW6M5LDL,ROCKING GIFTS Adorno de Pared Lagarto Colores Mosaico 45 cm,31612SG,325,15,0.17%,0.33%,520,48,0.20%,0.77%,99.30%,100.00%,3,0,0.92%,0.00%,"66,80 €","0,00 €",3,0
B0D47Q87T4,B0D47Q87T4,"ROCKING GIFTS Hucha de Madera Rosa Cuadrada Transparente, Regalo Comunión Niña, 15 cm",2597600CLM,113,1,0.06%,0.02%,155,2,0.06%,0.03%,100.00%,0.00%,3,0,2.65%,0.00%,"44,40 €","0,00 €",3,0
B0DV3T6728,B0D47RJQYY,ROCKING GIFTS Macetero Plano de Ceramica Flores Azul 14x14 cm,308840CLM,460,7,0.24%,0.15%,622,9,0.23%,0.14%,98.94%,100.00%,3,0,0.65%,0.00%,"54,25 €","0,00 €",3,0
B0D47T6H95,B0D47T6H95,"ROCKING GIFTS Bolígrafo Azul de Primera Comunión de Niño con Figura de Goma, 19 cm",2889176CLM,393,2,0.21%,0.04%,470,2,0.18%,0.03%,98.40%,100.00%,3,0,0.76%,0.00%,"29,45 €","0,00 €",3,0
B0DJTJ72FW,B0DFZ9GP7K,"Colgante de Cianita en Bruto para Meditación, Cristal Azul Natural, Mineral de Alta Vibra, Joyería Energética, Ideal para Reiki y Sanación, Piedra Protectora, Cristal de Energía Positiva",2166VCI,234,4,0.12%,0.09%,339,4,0.13%,0.06%,100.00%,100.00%,3,0,1.28%,0.00%,"27,60 €","0,00 €",3,0
B0CJK3WSRY,B0DFZLF3CR,"ROCKING GIFTS Pirámide de Shungit Pequeña Pulida - Protección Energética Natural, Reequilibrio de Chakras, Purificación de Espacios, Antiradiación, Shungit",2534VCI,20,0,0.01%,0.00%,25,0,0.01%,0.00%,95.83%,0.00%,3,0,15.00%,0.00%,"26,70 €","0,00 €",3,0
B0CJK3WSRY,B0DFZPMSWV,ROCKING GIFTS Piramide de Cuarzo Azul 2.5x2.5 cm – Energía Positiva y Equilibrio – y Decoración – Potencia la Armonía Espiritual y el Bienestar – Mineral Natural y Auténtico Hogar u Oficina,4746VCI,41,0,0.02%,0.00%,55,0,0.02%,0.00%,100.00%,0.00%,3,0,7.32%,0.00%,"30,01 €","0,00 €",3,0
B0CLFH4D8V,B0DFZTXKVJ,ROCKING GIFTS Péndulo ISIS Mini de Cobre: Herramienta Esotérica de Precisión para la Geomancia y la Radiestesia,1544VCI,92,1,0.05%,0.02%,136,1,0.05%,0.02%,100.00%,0.00%,4,0,4.35%,0.00%,"32,20 €","0,00 €",3,0
B0DLBNTRXK,B0DLBNTRXK,Caja Costurero Madera Abatible con Cajón 20x11 cm,2836649CLM,325,0,0.17%,0.00%,407,0,0.15%,0.00%,98.92%,0.00%,3,0,0.92%,0.00%,"140,70 €","0,00 €",3,0
B0DV3WKB7R,B0DLBS8WXC,ROCKING GIFTS Vaciabolsillos Bandeja Cuadrado Flor Verde 21x21 cm,308846CLM,459,8,0.24%,0.17%,515,8,0.19%,0.13%,99.59%,100.00%,3,0,0.65%,0.00%,"51,60 €","0,00 €",3,0
B0F1N8QTSS,B0F1N8QTSS,ROCKING GIFTS Bandeja Planchar Mimbre Rectangular 70x50 cm Resistente Almacenamiento Hogar,291146CLM,27,0,0.01%,0.00%,42,0,0.02%,0.00%,94.12%,0.00%,3,0,11.11%,0.00%,"131,85 €","0,00 €",3,0
B0DV3SGC9Q,B0F1TB2GJV,ROCKING GIFTS Escobillero WC Metal/Madera Tapa Natural 38 CM,2430207CLM,32,2,0.02%,0.04%,42,5,0.02%,0.08%,100.00%,100.00%,22,20,68.75%,"1,000.00%","232,00 €","205,20 €",3,1
B0FPM1NS69,B0F1TCTRGM,ROCKING GIFTS Mantel Individual 30x30cm Alga Trenzada - Salvamanteles - Posavasos - Decora Mesa - Artesanal,284526CLM,146,4,0.08%,0.09%,175,6,0.07%,0.10%,99.33%,100.00%,4,0,2.74%,0.00%,"34,00 €","0,00 €",3,0
B0DJ5YD8NS,B0F1TD65L1,ROCKING GIFTS Estropajero con Estropajo Blanco Profesional 14 cm Ceramica,2546157CLM,471,4,0.25%,0.09%,716,4,0.27%,0.06%,99.24%,100.00%,3,0,0.64%,0.00%,"34,45 €","0,00 €",3,0
B0FL83L5ZX,B0F1TF2H92,ROCKING GIFTS Felpudo 40x70 EUSKERA Antideslizante Entrada Exterior Interior Casa Hogar Resistente,2857144CLM,153,1,0.08%,0.02%,182,1,0.07%,0.02%,100.00%,100.00%,3,0,1.96%,0.00%,"60,60 €","0,00 €",3,0
B0DJTHDPB9,B0F1TYLNMD,"ROCKING GIFTS Salero de Cerámica Blanca con Tapa de Madera, 12 cm, Bote para Sal y Especias para la Cocina y Reposar en Pared",amzn.gr.2546216CLM-elqywkY7Om-ACUakGz-VG,420,9,0.22%,0.20%,697,13,0.26%,0.21%,99.38%,100.00%,3,0,0.71%,0.00%,"28,99 €","0,00 €",3,0
B0F1Z4ZQKM,B0F1Z4ZQKM,"ROCKING GIFTS Juego de Baño Blanco, Dispensador de Jabón y Vaso de Cerámica, Set de Accesorios de Baño 2 Piezas, Dosificador Jabonera y Vaso para Lavabo, para Aseo, Decoración Hogar",310914CLMFBA,56,0,0.03%,0.00%,75,0,0.03%,0.00%,100.00%,0.00%,3,0,5.36%,0.00%,"67,65 €","0,00 €",3,0
B0FX38C9JS,B0FX38C9JS,"ROCKING GIFTS Caja 150 Filtros 9mm Aktiv White Elephant: Filtros de Repuesto, Compatible con Modelos 9mm",31263MD,30,2,0.02%,0.04%,35,2,0.01%,0.03%,100.00%,100.00%,4,0,13.33%,0.00%,"140,00 €","0,00 €",3,0
B0G3QR4JJ3,B0FZCW89SY,"ROCKING GIFTS Lámpara de Lava 37 cm Rojo-Naranja con Base Metálica, Bombilla y Cable – Luz Ambiental y Decorativa para Habitación Infantil o Juvenil – Lámpara Relajante Estilo Retro para el Hogar",37668RO-NARSGFBA,97,4,0.05%,0.09%,126,4,0.05%,0.06%,100.00%,100.00%,3,1,3.09%,25.00%,"119,17 €","39,19 €",3,1
B0G1HYXHSF,B0G1HYXHSF,ROCKING GIFTS Caja Botiquín Grande de Metal Verde con Tapa de Madera Organizador Primeros Auxilios para Baño con Compartimentos 32x22x19 cm,2676261CLM,213,5,0.11%,0.11%,303,7,0.11%,0.11%,99.20%,100.00%,3,2,1.41%,40.00%,"136,91 €","90,66 €",3,2
B0G2JNW7SF,B0G2JNW7SF,ROCKING GIFTS Iman Sant Jordi de Goma 5x0.70x4.45 cm: Decoración Nevera Coleccionable Recuerdo Regalo Adorno,2889234CLM,108,6,0.06%,0.13%,128,8,0.05%,0.13%,100.00%,100.00%,3,0,2.78%,0.00%,"27,60 €","0,00 €",3,0
B0GFDWTRW9,B0GFDWTRW9,ROCKING GIFTS Vajilla 18 Piezas Limones Porcelana Set Completo para 6 Personas Platos De Comida Postre Diseño Cítrico,309908CLM,216,6,0.11%,0.13%,297,8,0.11%,0.13%,98.78%,100.00%,5,0,2.31%,0.00%,"360,25 €","0,00 €",3,0
B0GLZMWCC6,B0GLZMWCC6,ROCKING GIFTS Colgante Turmalina Negra Bruto Protección Meditación Chakra Raíz Energía Curativa 1-2.5 Cm Piedra Natural contra Radiación,18026VCI,72,3,0.04%,0.07%,96,3,0.04%,0.05%,100.00%,100.00%,3,0,4.17%,0.00%,"30,30 €","0,00 €",3,0
B0GM136D8Z,B0GM136D8Z,ROCKING GIFTS Cuarzo Verde En Bruto Pequeño Mineral De Brasil 2-7cm para Meditación Energía Y Prosperidad,16763VCI,25,0,0.01%,0.00%,35,0,0.01%,0.00%,100.00%,0.00%,6,0,24.00%,0.00%,"31,80 €","0,00 €",3,0
B0GM16ZXRZ,B0GM16ZXRZ,ROCKING GIFTS Péndulo Cónico De Cobre con Chakras 25cm para Radiestesia Sanación Reiki Y Meditación Espiritual,15838VCI,39,0,0.02%,0.00%,50,0,0.02%,0.00%,97.73%,0.00%,3,0,7.69%,0.00%,"34,20 €","0,00 €",3,0
B0GXV56KRS,B0GXGKH56G,ROCKING GIFTS Adorno De Pared Redondo De Yute Natural 50 Cm Decoración De Arte Tejido En Fibra para Salón O Dormitorio,39196SGRI,60,5,0.03%,0.11%,98,12,0.04%,0.19%,98.85%,100.00%,5,2,8.33%,40.00%,"175,09 €","69,19 €",3,1
B0078FYF2O,B0078FYF2O,"Signes Grimalt - 45926 Estatuilla Arcángel Gabriel, Resina, 31 cm",45926SGFBA,198,5,0.10%,0.11%,276,6,0.10%,0.10%,99.55%,100.00%,2,0,1.01%,0.00%,"243,00 €","0,00 €",2,0
B008O64DHI,B008O64DHI,Signes Grimalt - Cuchara Madera para Pella 22 cm 341SG,341SG,11,0,0.01%,0.00%,16,0,0.01%,0.00%,100.00%,0.00%,7,0,63.64%,0.00%,"82,60 €","0,00 €",2,0
B00FNVHIII,B00FNVHIII,Vidal Regalos Cenicero Retro de latón con Mango de 18 cm - Cenicero clásico de diseño Vintage para Fumadores - Decoración para el hogar y la Oficina,5741SGFBA,38,1,0.02%,0.02%,46,2,0.02%,0.03%,100.00%,100.00%,2,0,5.26%,0.00%,"31,72 €","0,00 €",2,0
B0CNKWMYRT,B00K59TYSU,"Colgante de Shungit Círculo Grande, Shungite, Shungita, Protección, Natural,Minerales y Cristales Para Curación, Belleza Energética, Meditacion, Medicina Alternativa, Amuletos Espirituales",1884VCFBA,34,0,0.02%,0.00%,47,0,0.02%,0.00%,100.00%,0.00%,2,0,5.88%,0.00%,"21,80 €","0,00 €",2,0
B00K59X3XW,B00K59X3XW,Colgante Merkaba en Cuarzo Rosa,1293VC,123,0,0.06%,0.00%,187,0,0.07%,0.00%,99.37%,0.00%,2,0,1.63%,0.00%,"22,50 €","0,00 €",2,0
B00KAIZHL4,B00KAIZHL4,"Pendulo Cuarzo Rosa Minerales y Cristales para Curación, Belleza Energética, Meditacion, Medicina Alternativa, Amuletos Espirituales",347VC,167,5,0.09%,0.11%,232,8,0.09%,0.13%,44.17%,66.67%,2,0,1.20%,0.00%,"11,60 €","0,00 €",2,0
B0CLF7YDF9,B00KAJ23W4,"ROCKING GIFTS Colgante Corazon Cuarzo Blanco Minerales y Cristales para Curación, Belleza Energética, Meditacion, Medicina Alternativa, Amuletos Espirituales",1266VCFBA,17,0,0.01%,0.00%,21,0,0.01%,0.00%,100.00%,0.00%,2,0,11.76%,0.00%,"19,98 €","0,00 €",2,0
B0DJTGX33L,B00Y3H7CMU,"ROCKING GIFTS Adorno de Pared x2 Lagartos, Metal, 22 cm, decoración de Pared, jardín al Aire Libre, Figura de Lagartos, decoración de Metal, Colgante, para Patio o Valla, Terraza, Exterior",43027SG,887,14,0.46%,0.30%,"1,233",19,0.46%,0.30%,100.00%,100.00%,2,0,0.23%,0.00%,"72,00 €","0,00 €",2,0
B010TMIXQG,B010TMIXQG,"Piedra Rodado Plano Obsidiana Minerales y Cristales, Belleza energética, Meditacion, Amuletos Espirituales",1648VC,39,3,0.02%,0.07%,44,3,0.02%,0.05%,95.12%,100.00%,2,0,5.13%,0.00%,"11,95 €","0,00 €",2,0
B010TMJEQY,B010TMJEQY,"Colgante Estrella de Cuarzo Transparente Minerales y Cristales, Belleza energética, Meditacion, Amuletos Espirituales",2871VCFBA,38,0,0.02%,0.00%,54,0,0.02%,0.00%,100.00%,0.00%,2,0,5.26%,0.00%,"22,50 €","0,00 €",2,0
B010TMWMC2,B010TMWMC2,"Donut Mediano Hematite para Colgante Minerales y Cristales, Belleza energética, Meditacion, Amuletos Espirituales",2897VC,40,2,0.02%,0.04%,53,2,0.02%,0.03%,100.00%,0.00%,2,0,5.00%,0.00%,"19,55 €","0,00 €",2,0
B010TN0B3I,B010TN0B3I,"Donut Pequeño de Ojo de Buey para Colgante Minerales y Cristales, Belleza energética, Meditacion, Amuletos Espirituales",797VC,22,0,0.01%,0.00%,32,0,0.01%,0.00%,100.00%,0.00%,2,0,9.09%,0.00%,"21,90 €","0,00 €",2,0
B01D0MQBS4,B01D0MQBS4,"Colgante Amatista en Espiral Baño Plata 925 Minerales y Cristales, Belleza energética, Meditacion, Amuletos Espirituales",3216VC,329,10,0.17%,0.22%,424,13,0.16%,0.21%,100.00%,100.00%,2,0,0.61%,0.00%,"15,75 €","0,00 €",2,0
B01HK60XIA,B01HK60XIA,Mineral Import - Colgante Donut Grande de Howlita - 3437VC,3437VCFBA,56,0,0.03%,0.00%,81,0,0.03%,0.00%,100.00%,0.00%,2,0,3.57%,0.00%,"33,90 €","0,00 €",2,0
B01HK60XIA,B01HK60XIA,Mineral Import - Colgante Donut Grande de Howlita - 3437VC,3437VC,56,0,0.03%,0.00%,81,0,0.03%,0.00%,100.00%,0.00%,2,0,3.57%,0.00%,"27,60 €","0,00 €",2,0
B01HN3CCB6,B01HN3CCB6,"Placa Pared Decorativa, Para Colgar, 30x30 cm, Surf Area, Metalica, Color amarillo, Cuadros Decoracion Casa para Cocina, Jardin, Casa, Pub, Oficina. Retro Art Pintura Aluminio. Gran Selección",2150SGFBA,29,0,0.02%,0.00%,40,0,0.02%,0.00%,100.00%,0.00%,2,0,6.90%,0.00%,"31,96 €","0,00 €",2,0
B01I5PD3SW,B01I5PD3SW,Mineral Import - Pulsera de Ojo de Buey Bola Lisa 4mm - 3511VC,3511VC,18,0,0.01%,0.00%,43,0,0.02%,0.00%,100.00%,0.00%,2,0,11.11%,0.00%,"22,50 €","0,00 €",2,0
B06XW9S2Q8,B06XW9S2Q8,Signes Grimalt Sigris - Pisapapeles Cristal Medusa Azul 10 cm,10153SGFBA,97,5,0.05%,0.11%,137,7,0.05%,0.11%,100.00%,100.00%,3,0,3.09%,0.00%,"77,85 €","0,00 €",2,0
B06XWPFYQR,B06XWPFYQR,Signes Grimalt Sigris - Figura Resina Torero 18 cm,10078SGFBA,147,3,0.08%,0.07%,267,6,0.10%,0.10%,30.63%,100.00%,2,0,1.36%,0.00%,"197,90 €","0,00 €",2,0
B06XWPFYQR,B06XWPFYQR,Signes Grimalt Sigris - Figura Resina Torero 18 cm,10078SG,147,3,0.08%,0.07%,267,6,0.10%,0.10%,30.63%,100.00%,2,1,1.36%,33.33%,"190,08 €","94,08 €",2,1
B074PD32WG,B074PD32WG,Madelcar Calzador Bola Golf 53cm OR,40260MDFBA,19,0,0.01%,0.00%,30,0,0.01%,0.00%,100.00%,0.00%,2,0,10.53%,0.00%,"59,90 €","0,00 €",2,0
B0BW5YHRB7,B075RKW8MX,"Art Deco Home Adorno Pared Metalico Golondrina 25 cm, Decoracion forja Colgante",13064SG,89,0,0.05%,0.00%,112,0,0.04%,0.00%,98.10%,0.00%,2,0,2.25%,0.00%,"29,60 €","0,00 €",2,0
B0CLFH4D8V,B076N3VYWK,"ROCKING GIFTS Pendulo ISIS Grande 16 Baterias Bronce 100% con Testigo,Pendulos Adivinación, Radiestesia, Meditación, Videncia, Color Oro, Belleza Energética",4199VC0,138,4,0.07%,0.09%,221,6,0.08%,0.10%,96.95%,66.67%,2,0,1.45%,0.00%,"23,40 €","0,00 €",2,0
B076N64DFQ,B076N64DFQ,"Pendulo Metalico Conico 1 Color Cobre Minerales y Cristales, Belleza energética, Meditacion, Amuletos Espirituales",1542VCFBA,12,0,0.01%,0.00%,15,0,0.01%,0.00%,100.00%,0.00%,2,0,16.67%,0.00%,"18,91 €","0,00 €",2,0
B07792GZRL,B07792GZRL,Mineral Import Colgante de Selenita Rombo - 3948VC,4118VCFBA,127,2,0.07%,0.04%,171,2,0.06%,0.03%,100.00%,100.00%,2,0,1.57%,0.00%,"19,98 €","0,00 €",2,0
B0CLPL1XL2,B07F3GPRGD,"ROCKING GIFTS Figura Metal Hormiga, 7 cm, Adorno Pared para Colgar, Decoración del Hogar y Jardín, Forja",13159SG,289,8,0.15%,0.17%,392,11,0.15%,0.18%,100.00%,100.00%,9,0,3.11%,0.00%,"94,50 €","0,00 €",2,0
B07K2K3SNX,B07K2K3SNX,Art Deco Home Libro-Caja Fuerte Lord Hobbit 16x5x24cm,40552MD,31,0,0.02%,0.00%,46,0,0.02%,0.00%,94.74%,0.00%,2,0,6.45%,0.00%,"44,49 €","0,00 €",2,0
B0CVLJT165,B07M9DJ8K6, ,83627SGVD-AMFBA,108,3,0.06%,0.07%,137,4,0.05%,0.06%,100.00%,100.00%,2,0,1.85%,0.00%,"65,98 €","0,00 €",2,0
B07N8MF6V2,B07N8MF6V2,Mineral Import Punta de Flecha de Obsidiana Grande,4814VCFBA,33,2,0.02%,0.04%,55,9,0.02%,0.14%,97.87%,100.00%,2,0,6.06%,0.00%,"19,98 €","0,00 €",2,0
B07NCW4D81,B07NCW4D81,Vidal Regalos Iman de Nevera x4 Peces 13 cm,17549SGFBA,27,2,0.01%,0.04%,33,3,0.01%,0.05%,100.00%,100.00%,2,1,7.41%,50.00%,"33,56 €","16,61 €",2,1
B07QDZQ8BZ,B07QDZQ8BZ,Vitrina para Pared Madera y Cristal Cierre Magnetico 42 cm,40813MDFBA,689,17,0.36%,0.37%,969,25,0.36%,0.40%,99.39%,100.00%,2,0,0.29%,0.00%,"198,00 €","0,00 €",2,0
B0FPM1NS69,B07THDFDM8,ROCKING GIFTS Salvamantel Mimbre Redondo 20 cm | Mantel Individual | Resistente al Calor | Antideslizante | Decorativo | Protege tu Mesa,284533CLM,"1,190",56,0.62%,1.22%,"1,626",71,0.61%,1.13%,99.87%,100.00%,3,0,0.25%,0.00%,"26,00 €","0,00 €",2,0
B07W8Y3KL6,B07W8Y3KL6,Vidal Regalos Lampara de Sobremesa Mosaico Cristal 22 cm,16162SG,122,6,0.06%,0.13%,178,13,0.07%,0.21%,100.00%,100.00%,2,1,1.64%,16.67%,"89,50 €","44,30 €",2,1
B07XLG226S,B07XLG226S,Deco Line - Azucarero con cuchara de acrílico (16 cm),253281CLM,51,5,0.03%,0.11%,72,7,0.03%,0.11%,100.00%,100.00%,2,1,3.92%,20.00%,"20,00 €","9,90 €",2,1
B0859MNQKB,B0859MNQKB,Piñata Celebracion Fiestas Novia 45 cm,290912CLM,55,0,0.03%,0.00%,80,0,0.03%,0.00%,100.00%,0.00%,2,0,3.64%,0.00%,"39,60 €","0,00 €",2,0
B0859N3244,B0859N3244,Home Gadgets Escobillero WC con Tapa Madera Blanco 37 cm,2430205CLM,326,18,0.17%,0.39%,492,27,0.19%,0.43%,100.00%,100.00%,2,0,0.61%,0.00%,"26,80 €","0,00 €",2,0
B0FXVP4LDG,B0859N3R3B,"Home Gadgets Bote Cristal Sal 17 cm: Tarro de Cristal para Sal con Cierre Hermético, Recipiente de Cocina para Conservar Especias, Apto Lavavajillas",2682204CLM,429,6,0.22%,0.13%,564,12,0.21%,0.19%,99.38%,100.00%,2,0,0.47%,0.00%,"33,00 €","0,00 €",2,0
B0FL83L5ZX,B0859N64Z2,"ROCKING GIFTS Felpudo Antideslizante, Barcelona Panot, 70 cm, Alfombra Entrada Casa Exterior o Interior Original y Divertido",285788CLM,412,8,0.22%,0.17%,530,13,0.20%,0.21%,99.80%,100.00%,2,0,0.49%,0.00%,"38,60 €","0,00 €",2,0
B0859NB6RP,B0859NB6RP,Home Gadgets Alfombra Antideslizante Cocina Barcelona Panot 75 cm,22212686CLM,112,2,0.06%,0.04%,152,2,0.06%,0.03%,100.00%,100.00%,3,0,2.68%,0.00%,"67,80 €","0,00 €",2,0
B085J3FXPS,B085J3FXPS,Home Gadgets Plato Corte Pizza x3 Modelos 22 cm,19570SG,101,0,0.05%,0.00%,134,0,0.05%,0.00%,99.17%,0.00%,3,0,2.97%,0.00%,"54,80 €","0,00 €",2,0
B085J43647,B085J43647,"ROCKING GIFTS Lámpara de Lava de Purpurina Grande XXL 122 cm de Altura, Lámpara de pie en Rojo Anaranjado magmae/Bombilla incluida/Enchufe de Cable/Lámpara de Magma",22019SG,228,7,0.12%,0.15%,316,7,0.12%,0.11%,93.41%,100.00%,3,2,1.32%,28.57%,"461,16 €","305,36 €",2,1
B088J2D4SM,B088J2D4SM,"Anillo Drusa de Amatista Baño de Plata Minerales y Cristales, Belleza Energética, Meditacion, Amuletos Espirituales",5967VC,85,1,0.04%,0.02%,121,1,0.05%,0.02%,100.00%,100.00%,2,0,2.35%,0.00%,"27,95 €","0,00 €",2,0
B089DKYTMM,B089DKYTMM,"ROCKING GIFTS Vaciabolsillos de Madera 16 cm – Diseño Árbol de la Vida | Bandeja Decorativa para Llaves, Monedas y Joyas | Plato Organizador Hecho a Mano en Madera Natural",22731SG,315,5,0.16%,0.11%,473,10,0.18%,0.16%,100.00%,100.00%,2,0,0.63%,0.00%,"24,80 €","0,00 €",2,0
B08LNZ3J4X,B08LNZ3J4X,Mineral Import Pendulo en Bruto de Cuarzo Ahumado,6359VCFBA,18,0,0.01%,0.00%,23,0,0.01%,0.00%,100.00%,0.00%,2,0,11.11%,0.00%,"17,90 €","0,00 €",2,0
B08NTQ81TH,B08NTQ81TH,Vidal Regalos Alfombra Redonda Circular Trenzada de Yute Etnica Rustica Marron y Blanco 90 cm,22972SGR,3,0,0.00%,0.00%,6,0,0.00%,0.00%,100.00%,0.00%,2,0,66.67%,0.00%,"115,20 €","0,00 €",2,0
B08NTRTF9T,B08NTRTF9T,Tabla Cortar Ceramica Colores Surtidos Mosaico Hidraulico 24 cm (1 unidad),17649SGR,272,6,0.14%,0.13%,338,7,0.13%,0.11%,98.67%,100.00%,2,0,0.74%,0.00%,"20,20 €","0,00 €",2,0
B08WR3KZ42,B08WR3KZ42,Escobillero WC Efecto Marmol Blanco 37 cm,2293718CLM,55,3,0.03%,0.07%,73,4,0.03%,0.06%,100.00%,100.00%,2,0,3.64%,0.00%,"44,58 €","0,00 €",2,0
B08WR79HQ3,B08WR79HQ3,Dispensador de Jabon Efecto Marmol Blanco 16 cm,2293716CLMFBA,83,4,0.04%,0.09%,119,4,0.04%,0.06%,99.05%,100.00%,2,0,2.41%,0.00%,"32,80 €","0,00 €",2,0
B08WR9QVR3,B08WR9QVR3,"Set Taza Mug 350ML x2 Regalo Jubilación - Taza Original Divertida para Desayuno Café Té, Cerámica 10 cm - Regalo para Hombre Mujer, Despedida Jubilada Profesor Maestra Amigo Jefe",2776653CLM,847,5,0.44%,0.11%,"1,150",5,0.43%,0.08%,99.90%,100.00%,2,0,0.24%,0.00%,"27,35 €","0,00 €",2,0
B08WRFR769,B08WRFR769,Vidal Regalos Marco de Fotos 15 x 20 cm Portafotos Metalico Plateado 20 cm,2597374CLM,271,11,0.14%,0.24%,401,17,0.15%,0.27%,98.88%,100.00%,3,0,1.11%,0.00%,"35,97 €","0,00 €",2,0
B0CLS9TMSM,B09GS853VW,"ROCKING GIFTS Monolito de Selenita Mini Blanco Natural Pequeño, Eisberg Torre Skyscraper Catedral Cascada con Base Aprox. 6 cm de Alto, procedencia Marruecos, Cristal y Minerales",7818VC,260,5,0.14%,0.11%,374,5,0.14%,0.08%,99.71%,100.00%,2,0,0.77%,0.00%,"13,70 €","0,00 €",2,0
B0FXVMZ7LV,B09X84SXK2,ROCKING GIFTS Organizador Tela Colgante Pared 4 Bolsillos Bolsa Almacenaje Puerta Armario Beige 75 cm,2786183CLM,"1,341",33,0.70%,0.72%,"1,874",49,0.70%,0.78%,100.00%,100.00%,2,0,0.15%,0.00%,"28,80 €","0,00 €",2,0
B09X8B1YS4,B09X8B1YS4,ROCKING GIFTS Reloj Sobremesa Metálico Color Crema Base Madera Diseño Vintage Elegante 27 cm,300439CLM,57,1,0.03%,0.02%,79,1,0.03%,0.02%,98.48%,0.00%,2,0,3.51%,0.00%,"92,80 €","0,00 €",2,0
B0BVZFJR91,B09X8GHYQF,ROCKING GIFTS Espejo Pared Decorativo Rectangular Marco Madera Marrón Oscuro Rústico Clásico 43x58 cm,2914123CLM,515,6,0.27%,0.13%,661,10,0.25%,0.16%,98.50%,100.00%,2,0,0.39%,0.00%,"131,25 €","0,00 €",2,0
B0CJFJLBGS,B09X8GT12M,ROCKING GIFTS Salvamantel Cerámica Madera Flores Naranjas Diseño Rústico Elegante 20 cm,305439CLMFBA,80,2,0.04%,0.04%,110,2,0.04%,0.03%,100.00%,100.00%,2,0,2.50%,0.00%,"36,00 €","0,00 €",2,0
B0DV3WKB7R,B0BHF3RFKS,ROCKING GIFTS Bandeja Cuadrada vaciabolsillos de Madera 14 cm,2139504CLM,366,8,0.19%,0.17%,374,9,0.14%,0.14%,98.87%,100.00%,2,0,0.55%,0.00%,"15,40 €","0,00 €",2,0
B0CSFXLH83,B0BHF3YKKS,"ROCKING GIFTS Perchero Metálico de Pared Blanco con Diseño de Pájaros, 3 Ganchos, Colgador Decorativo para Recibidor, Dormitorio o Baño, 31x15cm",299524CLMFBA,144,1,0.08%,0.02%,165,1,0.06%,0.02%,97.28%,0.00%,2,0,1.39%,0.00%,"19,98 €","0,00 €",2,0
B0CSFXLH83,B0BHF4LZH7,ROCKING GIFTS Perchero de Pared Beige PAJAROS con 4 Ganchos,299529CLMFBA,446,10,0.23%,0.22%,608,14,0.23%,0.22%,99.81%,100.00%,2,0,0.45%,0.00%,"49,00 €","0,00 €",2,0
B0DHT539NY,B0BHF5S9B9,ROCKING GIFTS Azucarero de Ceramica Gris con Tapa de Bambu y Cuchara,2776781CLM,50,2,0.03%,0.04%,57,2,0.02%,0.03%,100.00%,100.00%,2,0,4.00%,0.00%,"23,35 €","0,00 €",2,0
B0CK9N9NC9,B0BHF6WSXR,ROCKING GIFTS Revistero metálico Negro en Forma de Bolso Magazine,299534CLMFBA,69,3,0.04%,0.07%,95,5,0.04%,0.08%,100.00%,100.00%,2,0,2.90%,0.00%,"59,98 €","0,00 €",2,0
B0BJL9LQHF,B0BJL9LQHF,Tabla de cortar de ceramica LIMONES x3 modelos 29x12 cm,28413SG,137,2,0.07%,0.04%,175,3,0.07%,0.05%,98.11%,100.00%,3,0,2.19%,0.00%,"90,70 €","0,00 €",2,0
B0BRYJCP1B,B0BRYJCP1B,ROCKING GIFTS Colgante Shungit con Resina y Espiral en Baño de Plata,10617VCFBA,58,0,0.03%,0.00%,73,0,0.03%,0.00%,100.00%,0.00%,3,0,5.17%,0.00%,"37,82 €","0,00 €",2,0
B0DKQKCBVP,B0BRYJNS4G,ROCKING GIFTS Colgante de Ágata Azul Teñida con Espiral en Baño de Plata,4878VC,65,0,0.03%,0.00%,73,0,0.03%,0.00%,97.14%,0.00%,2,0,3.08%,0.00%,"20,90 €","0,00 €",2,0
B0BRYL18YJ,B0BRYL18YJ,ROCKING GIFTS Péndulo Metálico ISIS 16 Baterías Pequeño - Una opción Ideal para potenciar Tus Habilidades de energía y espiritualidad,4920VC,116,3,0.06%,0.07%,162,3,0.06%,0.05%,100.00%,100.00%,5,0,4.31%,0.00%,"47,50 €","0,00 €",2,0
